customer_id,first_name,last_name,email,phone,address,city,state,country,zip_code,registration_date,customer_segment,acquisition_channel
C000145,Sandra,Owens,novakralph@example.org,(671)786-1849,"348 Shaffer Cove Apt. 901, South William, OR 91688",South Russellburgh,Virginia,Nauru,93650,2024-06-17,Premium,Email
C000146,Brandy,Goodwin,andrewballard@example.net,907.778.5949x80817,"27346 Melinda Rapid, West Aaronland, MS 99062",Clarkland,Arkansas,Malaysia,23701,2025-05-08,Standard,Email
C000147,Alan,Brown,davidklein@example.com,500-435-3399x2250,"USS Bell, FPO AA 80694",East Danielle,Nevada,Bolivia,95447,2025-03-01,Standard,Email
C000148,Melinda,Hill,nyoung@example.com,5437420045,"4274 Paul Course, North Kristin, MA 12650",Port Steven,Louisiana,Sudan,23651,2025-03-30,Basic,Referral
C000149,Charles,Gallegos,sanforddiane@example.com,569-321-0952x146,"445 Eric Meadow Apt. 534, East Lisa, IL 45666",New Billy,Massachusetts,Cameroon,72739,2024-06-04,Basic,Email
C000150,Nicole,Callahan,transamuel@example.net,(921)260-9142,"7636 Frank Squares, East Ruth, CO 54486",New Katherine,New Mexico,Saint Helena,55812,2024-04-21,Premium,Paid Search
C000151,James,Cruz,daniellopez@example.net,314.345.6170x1924,"898 Diana Lane Apt. 580, New Crystal, UT 46082",Lake Matthew,Alaska,France,49177,2025-07-27,Standard,Paid Search
C000152,David,Simmons,carolhart@example.org,(805)456-0768,"49159 Fleming Rue Suite 059, West Teresaland, RI 18622",Williamland,Delaware,Guyana,62023,2024-02-13,Premium,Referral
C000153,Ernest,Chambers,rebecca32@example.com,384-242-6793x69405,"7349 Amy Loop Apt. 611, East Matthew, AS 43980",South Ashleyhaven,North Dakota,Nepal,39127,2024-03-10,Basic,Referral
C000154,Glenn,Roman,brian17@example.net,703.604.5894,"4719 Harold Underpass Suite 483, Alvarezfurt, NY 70056",Lake Donaldburgh,New Hampshire,Uzbekistan,63823,2025-01-13,Premium,Social Media
C000155,Angela,Neal,gailroberson@example.net,7935659424,"61787 Ramirez Street, Cooperview, RI 13595",Laurenton,Ohio,Oman,16523,2024-05-23,Premium,Organic
C000156,Rick,Allen,mercermonica@example.com,+1-328-367-1927x9434,"75196 Duran Cape, South Donaldchester, PW 43001",Roweland,Oklahoma,French Guiana,40449,2023-10-27,Basic,Email
C000157,Matthew,Simpson,anthonypalmer@example.com,001-259-764-2695,"871 Henson Landing, South Ashleyfort, RI 44255",New Laurahaven,Tennessee,North Macedonia,62287,2023-09-24,Basic,Referral
C000158,Brian,Lee,amy16@example.com,001-717-643-2521x25204,"16254 Patricia Row, Samuelberg, AZ 73419",Andrewborough,Mississippi,Puerto Rico,06271,2024-01-07,Premium,Organic
C000159,Jennifer,Hill,josephmclean@example.net,5843039997,"990 Alexandra Bridge Suite 043, Cherylland, VA 41787",Oliverland,Alabama,Solomon Islands,80488,2025-01-22,Basic,Organic
C000160,Denise,Gomez,gjames@example.org,778.989.4215,"15367 Paul Crossing, Lake Brandonland, MD 61606",Lake Mariechester,Vermont,Sri Lanka,04707,2025-01-08,Premium,Organic
C000161,Charles,Ballard,brownjustin@example.net,605.335.5901,"459 Gilbert Summit Apt. 170, Ruthfort, AS 90995",Morrowchester,Mississippi,Samoa,37774,2024-09-20,Basic,Organic
C000162,Christopher,Norris,tony14@example.com,8178534703,"484 James Points, Walkerberg, IL 61798",Marthaton,Connecticut,Angola,91055,2025-02-19,Basic,Paid Search
C000163,Jon,Arroyo,sjames@example.net,001-767-261-2585x28941,"4391 Evans Spurs Apt. 218, Waltonfurt, DC 49073",Baileyberg,California,Belarus,48626,2024-12-31,Standard,Organic
C000164,Maria,Taylor,lmartinez@example.com,(792)652-3780x585,"98880 Allen Knolls, East Tiffany, TX 02951",Johnsonport,Alabama,Isle of Man,94821,2025-01-19,Basic,Paid Search
C000165,Kimberly,Gonzalez,sarah80@example.com,001-309-359-1050,"872 Freeman Fields Apt. 608, Griffithhaven, VI 52452",Weaverton,Washington,Guernsey,50945,2024-03-12,Basic,Referral
C000166,Kevin,Wallace,kellerjudy@example.net,572.769.0445x93662,"3107 Stevens Junction, Larryside, AK 89658",Kellibury,New York,Mexico,87520,2024-01-25,Premium,Referral
C000167,Jay,Stephens,rachel25@example.com,(694)381-0591x1767,"12527 Chambers Mill, Franciscostad, MT 38968",North Michael,South Dakota,Saint Helena,29274,2023-12-22,Premium,Email
C000168,Anthony,Welch,rachel75@example.net,478-282-6923x7521,"570 Hernandez Ports Suite 388, Port Juliaside, SC 69035",West Jeffrey,Kentucky,Western Sahara,38003,2025-03-29,Basic,Referral
C000169,Christian,Bush,ralphscott@example.org,603-486-8651x209,"1854 Adrienne Gateway, Josephtown, TN 54600",Jeffreyfort,Kansas,India,40001,2024-05-20,Basic,Referral
C000170,Robert,Guerra,stephanie39@example.net,435.813.9533,"79343 Lisa Divide, North Lindahaven, MP 91310",Port Nicholasside,South Dakota,Samoa,03229,2023-11-24,Standard,Social Media
C000171,Robert,Cole,victoria22@example.net,589.229.3600,"087 Shannon Cape Apt. 311, Candiceburgh, IL 11154",Andrewmouth,New Jersey,Micronesia,52100,2024-08-18,Premium,Social Media
C000172,Patricia,Ramirez,cookewhitney@example.com,578-597-4977,"91301 Rachel River, Scottmouth, KS 57390",Lake Karen,Hawaii,Bosnia and Herzegovina,51316,2025-08-03,Premium,Social Media
C000173,Donna,Nielsen,aaronwilliams@example.com,001-778-889-9246x994,"745 Karen Parks Apt. 543, Port Jamesbury, NJ 76438",Lake Pamela,Kansas,Zimbabwe,11991,2024-08-07,Standard,Paid Search
C000174,Scott,Patton,campbellmatthew@example.com,(235)276-6611,"0714 Robert Street, Vincentchester, AZ 92692",Lake Jeffreybury,Maine,Antigua and Barbuda,78106,2025-02-06,Basic,Social Media
C000175,Elizabeth,Smith,sadkins@example.net,(752)432-6673,"6201 Holmes Corners Apt. 576, Williamsstad, NE 15361",South Dustinburgh,Kansas,Cape Verde,70649,2024-11-20,Standard,Social Media
C000176,Elizabeth,Kelly,icarter@example.net,001-299-612-9113x7256,"2555 Brittany Knoll, Melissaland, UT 74921",New Christy,South Carolina,Oman,95039,2024-03-01,Premium,Organic
C000177,Ronald,Mccarty,ocamacho@example.com,+1-975-925-0343x22412,"6044 Fields Way, Port Alexandraburgh, IA 75810",Stoutfurt,South Dakota,Austria,39813,2024-01-17,Standard,Referral
C000178,Daniel,Jackson,hughesgregory@example.org,(708)852-7757,"51156 Paul Terrace Apt. 453, Port Ericfort, NE 60863",North Ann,Wyoming,Luxembourg,08573,2024-11-14,Basic,Organic
C000179,Heather,Preston,zfrazier@example.net,2847832161,"74862 Beck Ramp, North Marychester, MN 25025",East Marissa,Georgia,Cuba,94623,2025-07-07,Premium,Referral
C000180,Jerry,Burke,crystal43@example.org,555.366.4383,"48220 Jesus Streets Suite 177, South Katherineton, GU 29283",Wendyland,Maine,Nepal,80894,2025-05-17,Premium,Referral
C000181,Bobby,Carroll,victoriaflynn@example.com,2252249619,"6712 Torres Ridge, North Dana, ID 51380",Longport,Nebraska,Bahamas,02472,2024-08-01,Standard,Paid Search
C000182,John,Kane,janet49@example.com,(878)717-6265x7896,"81849 Summers Pike, East Steven, FL 15445",Richardstad,Missouri,Malta,68349,2025-06-09,Standard,Organic
C000183,Jason,Cruz,ewalls@example.org,3954768804,"3465 Baxter Loaf, East Erikafurt, MO 76721",Lake Kristinfort,New York,Mozambique,94276,2024-02-12,Premium,Social Media
C000184,Judy,Bender,christopherhoward@example.com,(966)226-1805,"059 Bowman Oval Apt. 501, Robbinstown, AK 34903",Amandaside,Missouri,Mali,12699,2023-09-21,Standard,Paid Search
C000185,Alexis,Oneill,adamsanthony@example.net,481.616.0052x10116,"23252 Cooper Lights, Millermouth, PW 54533",Jasonhaven,Virginia,South Africa,87385,2025-06-10,Standard,Referral
C000186,Ariel,Johnson,calexander@example.org,502-262-5312,"22515 Mark Mills Apt. 600, North Matthew, VI 29633",South Andrew,Wyoming,Ukraine,29413,2024-09-11,Basic,Social Media
C000187,Mary,Gibson,craig74@example.net,+1-249-241-6953x4048,"24183 Jared Locks, Hillberg, CT 48789",Lake Stephanie,New Mexico,Thailand,50704,2024-02-14,Basic,Referral
C000188,Patrick,Hood,graychristopher@example.org,(460)201-2775,"91768 Johnson Islands Apt. 296, South Susan, NE 62392",East Kathleenville,New York,Ukraine,12757,2023-08-18,Premium,Referral
C000189,Crystal,Anthony,zsantiago@example.com,+1-601-701-7343,"94763 Alvarado Plaza Suite 665, West Anthonychester, VA 30226",South Megan,Minnesota,Belarus,76903,2024-05-29,Standard,Organic
C000190,Michael,Lawson,jane02@example.com,601.366.1503x46641,"PSC 8017, Box 2212, APO AE 12799",Lindamouth,Massachusetts,Rwanda,35056,2023-08-18,Premium,Social Media
C000191,Jennifer,Wilson,angelasmith@example.org,486.908.1218x722,"600 Jeanne Garden Apt. 117, Lake Kathleenborough, GA 46508",Brookestad,South Carolina,Suriname,75639,2024-05-30,Premium,Organic
C000192,Christy,Franklin,shannonyoung@example.net,001-471-213-5524x098,"49101 Tiffany Mountains, Samanthamouth, TX 47124",West Kennethberg,Oregon,Tokelau,91279,2024-07-16,Basic,Referral
C000193,Nicole,Dennis,josephaustin@example.org,+1-351-601-0066,"665 Morris Passage Suite 058, Moonfort, PW 13644",East Alvinburgh,Delaware,Bolivia,30507,2025-05-18,Premium,Social Media
C000194,Carl,Brown,ebarton@example.com,+1-806-355-4683x618,"343 Reeves Trail, Zavalafurt, MA 34880",West Emily,Minnesota,Thailand,16175,2025-01-02,Standard,Referral
C000195,Chelsea,Hampton,fchaney@example.com,873.596.5752,"185 Malone Fields, South Rebeccaville, OR 24355",Lindsayshire,Arkansas,Bhutan,74856,2025-02-22,Premium,Social Media
C000196,Katie,Simmons,bortega@example.org,213-321-5078x422,"84328 John Circle Apt. 106, East Kyleview, WA 21339",Williamston,Nevada,Nicaragua,35896,2024-10-06,Premium,Social Media
C000197,Angela,Whitaker,uvazquez@example.com,+1-390-256-7234,"919 Karen Rest Apt. 869, Port Nicholas, WV 23724",West Timothyside,Colorado,Christmas Island,34919,2024-07-07,Basic,Email
C000198,Steven,Bennett,stevenlopez@example.org,258.622.7934x591,"0870 Cox Landing, Terryberg, NV 63776",New Stephanietown,Nebraska,Norway,62480,2024-11-07,Standard,Organic
C000199,Melody,Reese,megan25@example.org,573.627.0152x487,"56397 Matthew Crest Apt. 520, Seanchester, TX 78752",South Peggybury,Wyoming,Korea,01155,2023-09-01,Premium,Email
C000200,William,Andrews,beandanielle@example.com,9718577072,"65319 Johnson Turnpike Apt. 840, Lambport, NJ 77330",Denisemouth,Vermont,Aruba,90066,2024-12-23,Standard,Organic
C000201,Steven,Hutchinson,zwilliamson@example.net,+1-233-385-2868x505,"35040 Smith Rest Suite 042, Mirandaland, ND 16396",East Nathanchester,Wyoming,Morocco,88481,2024-12-29,Premium,Social Media
C000202,Michael,Kelly,morrisonadam@example.org,001-854-540-5262x6522,"27676 Kristin Drive, Thomasmouth, MA 73035",West Corey,Oregon,Bahrain,75018,2023-09-13,Premium,Social Media
C000203,Catherine,Pugh,larry90@example.net,+1-604-277-3525x06124,"74272 Joshua Ports Apt. 642, Lake Nicolehaven, CA 56748",West Kennethmouth,Iowa,Mali,73332,2024-12-21,Premium,Email
C000204,Eric,Love,obooth@example.com,373.856.4073,"6133 Jeffrey Views, Taylormouth, NE 77027",Kevintown,Washington,Georgia,44887,2023-11-05,Basic,Email
C000205,Kelly,Jackson,jennifercase@example.org,+1-742-744-0297x2215,"PSC 5418, Box 9901, APO AA 59547",Andersonburgh,Delaware,Liechtenstein,34725,2024-03-04,Basic,Organic
C000206,Stacey,Brock,cynthiaestrada@example.net,275.608.1348x32102,"80983 Cherry Junctions, Port Craigville, VA 96237",West Saraside,Texas,United States of America,83976,2024-06-28,Premium,Organic
C000207,Robert,Campbell,josephhill@example.net,9784662423,"4566 Veronica Forest Suite 290, Steventon, OH 57198",North Timothy,Washington,Botswana,06498,2025-06-16,Basic,Paid Search
C000208,Alexander,Coleman,greenlisa@example.org,(680)223-0208x306,"317 Maria Trail Suite 731, North Richardhaven, UT 47949",South Debra,Colorado,Vanuatu,18389,2024-03-26,Basic,Organic
C000209,Gerald,Brown,timothygutierrez@example.com,+1-344-883-0786,"1665 Gloria Gateway Suite 113, Lake James, ID 14329",Port Dennis,Tennessee,Kyrgyz Republic,98413,2025-04-01,Standard,Referral
C000210,Charles,Grant,tthompson@example.net,+1-589-854-1270x61885,"6101 Heath Centers Suite 414, Ernestport, WA 50941",Millerburgh,New Jersey,Myanmar,15395,2024-06-05,Basic,Paid Search
C000211,Jenna,Adams,briandodson@example.net,677.885.9991x1030,"9258 Patrick Fall Apt. 169, Port Shannonchester, RI 41741",West Grant,Arkansas,French Polynesia,87154,2024-03-22,Standard,Paid Search
C000212,Tanya,Ramirez,cameron63@example.com,608-544-6838x048,"18133 Lawrence Shores, Andersonfort, NH 14306",East Joseph,Connecticut,Romania,56649,2023-08-21,Premium,Social Media
C000213,David,Clarke,martinezkimberly@example.org,4062751709,"3017 Roy Road, Port Christian, CA 10551",Kellyport,Rhode Island,Lao People's Democratic Republic,25485,2024-04-15,Standard,Organic
C000214,Russell,Davies,ulewis@example.org,001-558-948-9986x9551,"827 Wilson Streets, Beckerhaven, WY 68912",Jessicachester,Hawaii,Lebanon,38921,2024-07-24,Standard,Paid Search
C000215,Crystal,Stewart,wwright@example.com,+1-668-344-1519x58346,"2010 Amanda Valleys, Lopezbury, PA 21158",Tylerport,Mississippi,Malaysia,78657,2024-12-03,Basic,Paid Search
C000216,Rachel,Jordan,jonathansmith@example.org,+1-486-612-6061x87300,"PSC 2983, Box 1854, APO AE 93302",Wilsonville,Georgia,Paraguay,39248,2024-03-05,Basic,Organic
C000217,Gregory,Matthews,richardmeadows@example.com,(406)621-4868,"21202 Powell Villages Apt. 023, Colemanfurt, OH 95009",South Christopherstad,Massachusetts,South Africa,27264,2023-08-25,Standard,Referral
C000218,Paula,Wilson,lauraross@example.org,760.335.4664x291,"6146 Joseph Station, Dominguezville, WY 56041",Jeffchester,New York,Azerbaijan,46973,2024-08-06,Standard,Referral
C000219,Kayla,Vargas,karenosborne@example.net,359-592-8825x847,"6865 Jamie Creek Suite 333, Boothville, PA 14073",Katherineville,Illinois,Tokelau,64476,2024-02-15,Basic,Paid Search
C000220,Peter,Ross,justin92@example.org,422-864-7505x61020,"28657 Gary Cove Suite 753, Mitchellport, IN 74880",Murrayhaven,Indiana,Korea,95334,2023-12-18,Premium,Paid Search
C000221,Destiny,Melendez,brookearmstrong@example.org,759.409.4509,"PSC 5620, Box 0935, APO AE 10329",Dunnborough,Arizona,Heard Island and McDonald Islands,22932,2025-08-05,Premium,Email
C000222,Mark,Richmond,calvinrobertson@example.net,(700)542-1381x658,"2679 Brenda Tunnel Apt. 235, East Arthur, NV 77212",West Joshua,Tennessee,Lesotho,12057,2024-10-29,Premium,Paid Search
C000223,Cole,Kelley,jjohnson@example.org,587.369.7203x9289,"70981 Caroline Creek Apt. 038, Pattersonbury, TN 87333",Port Ashleyland,West Virginia,Slovenia,42833,2024-05-18,Basic,Social Media
C000224,Stephen,Washington,lreynolds@example.com,001-832-244-7988,"291 Jose Highway Suite 578, South Stephanie, WA 77988",Port Aaronton,New Hampshire,Cocos (Keeling) Islands,66256,2025-01-05,Standard,Paid Search
C000225,Diane,Kelley,sreyes@example.net,(276)231-2993,"PSC 7894, Box 4818, APO AE 52606",Port Bruceport,Idaho,Niue,93246,2024-09-21,Standard,Paid Search
C000226,Jack,Cooper,zmonroe@example.org,956-977-0635x192,"02850 Wright Crest, Rioshaven, FL 52983",Mckenziemouth,Maine,Guatemala,90931,2024-06-28,Basic,Organic
C000227,Philip,Ruiz,zhall@example.org,+1-540-827-0209,"PSC 8919, Box 9252, APO AA 41320",New Yolanda,Kansas,Bolivia,38615,2025-01-27,Standard,Organic
C000228,Jose,Cortez,melanie45@example.com,9859806420,"242 Ortiz Well, East Michaelview, IA 60544",New Robinside,North Carolina,Taiwan,70944,2025-02-06,Standard,Paid Search
C000229,Gabrielle,Barnes,oconnorkylie@example.net,4614680633,"PSC 1463, Box 9163, APO AP 77172",New Daniel,Texas,Congo,80173,2024-04-01,Premium,Email
C000230,Eric,Lewis,edwinmoore@example.net,(435)571-8751x059,"4778 Perez Junction Apt. 752, New Brittany, AL 90196",Milesmouth,Maryland,Vietnam,13708,2023-10-30,Standard,Social Media
C000231,Ronald,Jones,charles96@example.net,615.830.4778x95456,"348 Foster Crossing Apt. 777, Connieville, SD 78311",West Lisa,Texas,El Salvador,09795,2025-01-05,Premium,Paid Search
C000232,Adam,Young,christinaconley@example.org,(340)789-6530x31654,"19160 Wilson Village, Jennifertown, NJ 63930",Simpsonburgh,Maine,Senegal,49252,2025-04-17,Premium,Paid Search
C000233,Ashley,Watson,hodgesmary@example.net,2824462809,"5970 Rachel Lock Suite 441, Harrisfurt, VT 69342",Jeffreyport,Massachusetts,Equatorial Guinea,88124,2024-01-22,Standard,Social Media
C000234,Sean,Erickson,benjamintorres@example.com,9832566334,"29227 Kelley Mountain, Gilmorehaven, WI 99088",North Joshuaberg,Texas,Venezuela,51067,2025-07-04,Standard,Organic
C000235,Brian,Nguyen,torozco@example.net,229-322-4734,"7007 Daniel Key Suite 207, Cesarfurt, OH 13418",Port Brett,Kansas,Mozambique,19545,2023-08-23,Standard,Social Media
C000236,Veronica,Logan,ann13@example.org,(616)691-3281x9704,"0327 Keith Field Apt. 257, Christopherfurt, VI 33395",Spenceberg,Maryland,Georgia,57571,2025-06-22,Basic,Referral
C000237,Michael,Stone,todd38@example.net,(741)652-9092,"339 Christine Divide, New Melissa, KS 51910",New Drew,Connecticut,Saint Barthelemy,89212,2024-11-10,Standard,Referral
C000238,Amy,Thompson,smithlindsay@example.com,8136980731,"43218 Donna Port, Lake Thomas, VA 21988",Mcguireland,Connecticut,United Kingdom,43570,2024-01-29,Standard,Organic
C000239,Nicole,Torres,jamesdavidson@example.com,4409163880,"5284 Sullivan Neck, South Lisa, AL 06459",Lake Rebeccahaven,Texas,Monaco,87656,2024-03-21,Premium,Social Media
C000240,Jonathan,Walters,perezjoshua@example.org,8425620767,"2004 Kimberly Ranch Apt. 307, Lake Matthewfurt, GA 34156",Williamsberg,South Carolina,Kazakhstan,11692,2024-08-22,Premium,Referral
C000241,Scott,Munoz,brianfernandez@example.net,001-367-719-9184x792,"346 Barnes Manor, Paulmouth, ME 20321",Kristinside,Rhode Island,Indonesia,02646,2025-06-24,Standard,Organic
C000242,Dennis,Huber,ppetty@example.net,674-210-3087,"066 Gross Alley Suite 968, Port Kimberly, WA 37231",Silvamouth,Missouri,Jamaica,83976,2025-02-03,Premium,Referral
C000243,Joshua,Bond,bethanywalsh@example.com,+1-690-577-3343,"27836 Lisa Pine, Schaeferhaven, MA 79521",Lake Patriciaburgh,Oregon,Cape Verde,14520,2025-03-05,Standard,Social Media
C000244,Oscar,Perry,oliviamartin@example.net,657.440.4403,"536 Parks Trafficway Suite 682, Hunterborough, MH 23752",North Stephenborough,New Mexico,French Polynesia,62679,2025-02-12,Basic,Social Media
C000245,Matthew,Barton,curtisgreer@example.net,515-261-6641x473,"4681 Rodriguez Branch Suite 687, Jenniferview, SC 68853",Jamesbury,Washington,Mauritania,84844,2024-01-01,Standard,Referral
C000246,Jennifer,Wright,patricialutz@example.net,872.814.9102x598,"USCGC Gentry, FPO AP 45619",New Emilytown,New Mexico,Kyrgyz Republic,99192,2024-05-12,Basic,Organic
C000247,Adrian,Moore,tim54@example.com,400-623-1913x914,"138 Cindy Estate, Kristopherview, SD 42684",Stephanieville,Tennessee,Guinea-Bissau,86001,2024-07-26,Standard,Referral
C000248,Wesley,Powell,lopezjacob@example.net,(319)982-3545x509,"52338 Tracy Mews Suite 101, Port Thomasstad, AL 19905",Andersonstad,North Dakota,Guinea-Bissau,87984,2024-09-11,Premium,Social Media
C000249,Katrina,Rangel,bushlisa@example.net,(606)837-8795x72285,"871 Sherry Points, West Rachel, MS 67762",Fullerborough,Mississippi,Guam,62708,2025-06-08,Premium,Email
C000250,Raymond,Costa,henryashlee@example.net,(961)690-4329x17087,"197 Hart Plaza Suite 238, North Marilynchester, ND 00787",Port Christopherburgh,Indiana,Puerto Rico,56566,2025-01-09,Premium,Referral
C000251,Joy,Mcfarland,roger80@example.com,(523)958-1815,"4318 Cesar Plains Apt. 318, Gutierrezborough, VA 22462",Justinborough,Montana,Jamaica,15382,2024-10-17,Basic,Paid Search
C000252,Jonathan,Edwards,emily51@example.net,897-674-5581x52377,"8807 Emily Rue Apt. 060, Alexandermouth, SD 08902",New Jenniferborough,Alabama,French Guiana,30435,2023-10-29,Standard,Email
C000253,Brandi,Jones,allenramos@example.net,516-201-9713x834,"119 Lisa Views Apt. 861, Tammyfurt, MA 75691",Youngborough,Kentucky,Fiji,53518,2025-06-04,Premium,Social Media
C000254,Sonya,Rosario,robertcampbell@example.org,001-573-289-7789x12504,"3490 Zachary Island Suite 777, New Nicholas, ME 77431",Alfredfurt,North Dakota,Zimbabwe,20343,2023-12-28,Basic,Social Media
C000255,Morgan,Jacobs,floressharon@example.net,419-251-5920x7981,"36589 Mckinney Knoll, Timothyburgh, AS 99112",New Terri,New Jersey,Paraguay,53452,2024-02-12,Basic,Organic
C000256,Michael,Allen,megan45@example.net,406-704-4684x9642,"PSC 2731, Box 3436, APO AA 01355",Charleston,Connecticut,Wallis and Futuna,08612,2025-01-29,Basic,Social Media
C000257,Sandra,Robertson,fhuang@example.net,369-912-0992x210,"3853 Kristen Landing, East Michael, AK 86921",South Robinchester,Wyoming,Philippines,92704,2024-01-21,Basic,Social Media
C000258,Angel,Casey,bedwards@example.com,649-742-9144x790,"166 Bell Roads, Wilcoxside, GA 68725",West Laurafurt,Vermont,Luxembourg,32003,2024-03-06,Basic,Email
C000259,Kathleen,Sanchez,jacqueline20@example.com,577.506.7630,"4030 Murray Road Apt. 264, Mirandamouth, OK 54939",Joseland,Arizona,Faroe Islands,32149,2025-03-17,Standard,Email
C000260,Michael,Williams,tiffany55@example.net,261-699-7856,"7338 Anthony Crossroad, West Laura, CA 13571",West Steven,Alabama,Cambodia,21428,2024-06-25,Basic,Social Media
C000261,Deborah,Munoz,cmiller@example.net,480-315-1497,"9591 Lisa Mall Suite 310, Lake John, MI 76890",South Matthew,Kansas,Lebanon,17180,2025-03-07,Basic,Paid Search
C000262,Beth,Schmidt,armstrongkayla@example.net,(937)434-6251,"301 Jennifer Row Suite 777, Martinezborough, AL 81120",West Susanstad,New York,Gambia,53334,2025-04-29,Premium,Email
C000263,Kenneth,Schwartz,ksantiago@example.net,(266)237-2052x182,"97795 Green Run, Port William, IL 59067",Nicholasport,Hawaii,Turks and Caicos Islands,15130,2024-08-19,Basic,Email
C000264,Billy,Smith,elizabethfisher@example.org,917-943-9419x25996,"014 Michael Valley, Pollardshire, NV 49874",Meganton,Wyoming,El Salvador,38819,2025-05-16,Basic,Paid Search
C000265,Ethan,Martinez,lisareese@example.net,2302611360,"USNV Jones, FPO AA 70638",East Brookeshire,Wyoming,Saint Pierre and Miquelon,01956,2024-01-23,Basic,Referral
C000266,Joan,Avery,xdavis@example.com,001-858-997-9818x51188,"1968 Boyd Summit Suite 699, Perkinsside, AR 07995",South Robertmouth,Ohio,Guernsey,72734,2025-03-21,Standard,Email
C000267,Sandra,Garcia,watsondouglas@example.org,8162230384,"18314 Turner Prairie Suite 195, Jasonhaven, MP 76518",Morenotown,Tennessee,Bhutan,97264,2024-09-27,Basic,Organic
C000268,Tiffany,White,gcrawford@example.net,(619)254-4494x0860,"PSC 4666, Box 2061, APO AP 86118",South Francisco,Kansas,Peru,73221,2024-06-02,Standard,Social Media
C000269,Christine,Drake,gina51@example.net,872-346-1617,"0136 Sarah Points, South Robert, TN 97651",North Garyside,Delaware,Falkland Islands (Malvinas),04830,2024-08-24,Premium,Email
C000270,Frances,Park,batesjohn@example.net,+1-242-428-0177,"5062 Peters Mall, Josephbury, HI 75637",Port Veronicabury,Oklahoma,Saint Vincent and the Grenadines,47223,2025-06-05,Basic,Referral
C000271,Theresa,Smith,joann67@example.org,(644)503-7246x1196,"67259 Myers Skyway Suite 676, Taylorhaven, WY 94856",West Lukebury,Iowa,Netherlands,33700,2024-03-22,Basic,Social Media
C000272,Jeffrey,Buchanan,rcole@example.com,4826840381,"36800 Hardin Lodge, East Barry, AL 30387",Lake Cherylmouth,North Dakota,Paraguay,70237,2024-03-26,Standard,Email
C000273,Debbie,Black,nicholsanne@example.com,+1-712-659-1674x299,"0503 Debra Lodge Apt. 468, South Matthewstad, AR 04190",Harrisport,Georgia,Fiji,40853,2024-02-08,Standard,Paid Search
C000274,Deborah,Simmons,brandon57@example.com,7875325987,"829 Nash Cape, Sanfordmouth, NY 54616",South Johnport,Wisconsin,Afghanistan,07652,2023-12-18,Basic,Email
C000275,Colleen,Smith,amberjohnson@example.org,+1-694-568-2071x69187,"86302 Meagan Hollow, Mariafurt, VI 27511",North Kellitown,Georgia,British Virgin Islands,74817,2024-10-20,Basic,Paid Search
C000276,Mark,Gay,mark26@example.org,786-355-8965,"39020 Hendricks Plain Apt. 198, Brendaland, RI 94899",Andreshire,Wisconsin,Austria,49010,2024-06-04,Basic,Organic
C000277,Vincent,Hansen,bwelch@example.org,001-729-336-8397x72191,"86406 Michael Passage, Hudsontown, VA 83514",Lake Martin,Iowa,Kuwait,71773,2024-04-01,Standard,Referral
C000278,Justin,Henry,qdavis@example.net,001-484-380-5013x907,"Unit 2772 Box 5292, DPO AE 78914",South Jennifer,Georgia,Iraq,53008,2025-07-15,Basic,Referral
C000279,Kimberly,Porter,manuel88@example.net,(779)411-2211x8248,"1393 Kenneth Estates Suite 520, Port William, DE 25271",Woodbury,Massachusetts,Mexico,73655,2025-04-14,Standard,Organic
C000280,Isabella,Mccoy,thomas08@example.org,(286)227-4658x95425,"870 Miller Pike Apt. 903, West Ethanland, IA 23360",East Matthew,California,Brazil,29632,2023-12-04,Premium,Social Media
C000281,Ryan,Wolfe,tlyons@example.net,858-931-7985,"3676 April Row, Reidbury, MA 00621",Walkermouth,Connecticut,Netherlands Antilles,52992,2024-01-29,Premium,Paid Search
C000282,Tricia,Rowland,urice@example.net,891.219.7218,"12279 Crane Mountain, South Pamelaberg, KY 67439",East Sandrafurt,Texas,Kuwait,84182,2025-05-20,Premium,Organic
C000283,Tiffany,Johnson,ywatson@example.org,001-212-717-9927,"7910 Gray Mills, Jameschester, FM 78418",Dakotatown,Pennsylvania,Slovenia,39423,2024-11-17,Premium,Paid Search
C000284,Joshua,Franklin,brandon46@example.net,7034703005,"PSC 2472, Box 3496, APO AE 27224",West Ronnieberg,Arizona,Finland,56732,2025-07-16,Standard,Referral
C000285,John,Massey,katherine94@example.net,001-397-753-1168x846,"673 Amy Parkways, North John, ID 85978",Gonzalezbury,New Mexico,Singapore,33246,2025-07-26,Premium,Email
C000286,Dana,Myers,leesonya@example.net,(204)822-4803x226,"962 Anderson Plaza Suite 033, Lisaburgh, WV 63000",Lake Aliciafurt,Arkansas,Tokelau,46058,2023-11-01,Standard,Referral
C000287,Andrew,Collins,monica26@example.net,408-718-7852,"714 Martinez Flats, West Todd, SD 08908",Amyview,Arizona,Bangladesh,02474,2024-11-16,Premium,Email
C000288,Martin,Brooks,juan57@example.com,001-849-305-2517x6901,"538 Ward Hill Apt. 088, Lake Joshua, MH 94087",Webbport,Illinois,Iran,25016,2023-09-05,Standard,Email
C000289,Frederick,Knight,katherine39@example.com,210.957.8026,"36161 Jensen Lakes, Barryfort, AZ 70664",North Jasonhaven,Oregon,Bouvet Island (Bouvetoya),03828,2024-04-27,Premium,Paid Search
